seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,label
11.704566178170957,10.173996791926681,11.786109438447633,8.570012479492195,10.315861555637525,13.272190942114298,5.678728231545164,11.173208091356653,12.343688261297924,12.74906611590068,0
12.120913106073495,9.44083625661962,11.670793013284861,8.991482799727383,10.260327447820064,13.10850595757335,6.001776069095335,11.785496924187017,10.991247418808022,11.390513282707426,0
12.101014349082124,8.686344373158834,11.277382914920379,9.363101998887208,10.139350197224656,12.679519970704286,6.648277027061921,12.001257051250104,9.397697815027056,10.218018394576834,0
11.720045149745854,8.038169284516975,10.702676878553127,9.642263143225263,9.9251492885003,12.011740006883656,7.659818001687714,11.817496273060375,7.849951818521185,9.345626371277586,0
11.069646777805284,7.645702213502207,9.993884722628774,9.824211045337513,9.676666672921442,11.066519426187439,8.94869813493292,11.329985338430932,6.734550440514338,8.801475596158985,0
10.21816979805024,7.620480736114796,9.200325673601506,9.928192258061287,9.489706810882435,9.858530141044866,10.289830327935444,10.653103412001974,6.429456415547803,8.60202940742933,0
9.258404112343928,8.014874179750004,8.450354460787606,9.97900371302005,9.429816283319687,8.552759274356406,11.402586772790086,9.862653909084848,7.103353652474662,8.762722209382092,0
8.37071848814733,8.801404900943663,7.936993438027363,9.99609751328643,9.521689302456895,7.440568524368395,12.068821300500826,9.026918745071479,8.508118617591009,9.265861742091499,0
7.788105809124465,9.850823671530119,7.820180682085205,9.992192994106667,9.773363946822865,6.8591788382183925,12.21304410183871,8.282682943090833,10.075137221934229,10.061379297257046,0
7.679888532782492,10.939663398148907,8.16077680756129,9.976335712985005,10.18203824764283,7.0733161444342665,11.90809693371302,7.839070477838267,11.227103459220256,11.064355083857448,0
8.087806714247446,11.811450462616623,8.916115345007055,9.955561019975276,10.71497368926893,8.107779152149567,11.309323965132135,7.8754134477337,11.685323860348547,12.138228896204494,0
8.933529416731572,12.267884047089545,9.946093010708337,9.934748254459086,11.298050147735513,9.681127598630658,10.561065765692554,8.421300894530285,11.533433281084958,13.103695467046853,0
10.026202061957841,12.23631247027346,11.031605693883607,9.916339727307063,11.83270494633648,11.284188391791144,9.754375212572983,9.328741843843938,11.02493286225321,13.786389246745589,0
11.098332956211475,11.786406090725999,11.924568002818624,9.90040906976205,12.227468057037077,12.387297175516023,8.963825801775345,10.340934603012263,10.41126847134093,14.073647258119994,0
11.894994480966314,11.08347159431249,12.41600947814764,9.886854378712345,12.423953968322937,12.751521823855294,8.301985218158414,11.184309722028683,9.855009447600118,13.930948148772591,0
12.257204256674035,10.289835237573014,12.399124859040457,9.880246833375882,12.410607672273374,12.510714223799669,7.917679884489643,11.650990596269002,9.384849270392365,13.35391591641079,0
12.154231584697255,9.500155447467291,11.90910274782777,9.89136621632668,12.202339544096727,11.936234307676232,7.931865766020288,11.667102886004685,8.975486713004331,12.32253812816644,0
11.672504857197078,8.777495667980599,11.110881870884684,9.931170386765993,11.788950475962677,11.258889370828703,8.368859141113196,11.308155267111731,8.666112997119711,10.858903121681363,0
10.961399197739736,8.220229808667908,10.210127070859096,10.002969363901613,11.131170547757883,10.62921879488633,9.13512473076478,10.73100521764155,8.552317802827858,9.128657525911493,0
10.146619260601208,7.957294899372414,9.345123938924448,10.100240975331538,10.230221873345966,10.085832752732385,10.05115040021438,10.077642477146489,8.703071333026733,7.444113515936312,0
9.297846116699024,8.0838820881573,8.577188853439056,10.210151650630221,9.178949000685956,9.621594471677849,10.906811141795147,9.429809820905874,9.1217361273551,6.204358841668516,0
8.500323554435912,8.617083176514164,7.97791882836476,10.318198129846001,8.148073870470986,9.298028389437487,11.517344482532089,8.829209361418796,9.760824290133597,5.848624019436709,0
7.920952036043142,9.480458167208262,7.6734067375471255,10.411521584616946,7.34841581220756,9.235827067207612,11.77987774799447,8.330098698089893,10.549737640169528,6.591796756083639,0
7.746363522632925,10.484572223451343,7.77525969506892,10.483403496297685,6.981715685371998,9.508690102813095,11.702032844621552,8.025884400861097,11.408797810923176,8.087640909098925,0
8.051843685472047,11.354532990145582,8.29518126821625,10.538464593965168,7.1692779654202194,10.083567779449124,11.357395123896442,8.017723488222652,12.24507442143101,9.646998417050657,0
8.768632236578517,11.84725253592735,9.141509873349971,10.5897604714227,7.890334208299156,10.842744334286445,10.800492134715181,8.359187932131684,12.94797885891865,10.649040208963388,0
9.741800431525759,11.870713023192545,10.142379594352727,10.648570278046018,8.964193827384477,11.63360291265745,10.042568570865173,9.018746477470438,13.403513083455016,10.86772695896695,0
10.756702876456503,11.49706473271467,11.061552788822878,10.720219831801622,10.077313429983972,12.31139564549098,9.128338750776102,9.875589132913921,13.51300139515497,10.509649171027883,0
11.570437104440668,10.877321006536354,11.668848793396208,10.805288103877627,10.892772602013267,12.762349093743605,8.224198548895334,10.749085090435525,13.183319053988509,9.94339983910459,0
12.00477461880141,10.142404262676788,11.843578405410604,10.898056958012837,11.235897648168576,12.920304202543504,7.603081586054724,11.44808557181388,12.32236768586303,9.464499030027481,0
12.021225470269615,9.371428427952305,11.614289082078209,10.984272293577227,11.18866839408436,12.79370218383223,7.517597056836026,11.830225237171524,10.916916018447719,9.191816520147155,0
11.693701786121776,8.645096423685585,11.106272336881652,11.036876959493643,10.961695266239712,12.443430561439426,8.052647603260967,11.850917465994996,9.13877666090023,9.081488718236429,0
11.116679890746022,8.089880031397144,10.448467482152001,11.01435663767989,10.707343749915308,11.885732034551285,9.07391674996673,11.555830573465194,7.35056604715081,9.094331907536297,0
10.353572670419654,7.848141307301853,9.716688264883944,10.876653859372157,10.486477875332245,11.068084871190772,10.287210396676349,11.012793769097733,6.029452467353843,9.293965634829112,0
9.473387779021902,8.027544983497982,8.965225088872396,10.609829555493189,10.309006456967564,9.990402643151132,11.340573876722955,10.261779877299766,5.664194997032286,9.759805975033034,0
8.623482129688373,8.651389676036203,8.29857202536331,10.23647034524941,10.144576293497673,8.807889327857353,11.950064206532952,9.353588652084492,6.467655992217319,10.497586299473635,0
8.028415338595703,9.61210529554291,7.874107629086635,9.806299779257564,9.95302674096546,7.8122556761258,12.015454307081894,8.43158652890744,8.148875971522969,11.424303248579704,0
7.884243385447015,10.68015166804733,7.830175534326292,9.37935130990586,9.730989311805118,7.345221248636729,11.637283578485759,7.742894851067195,10.122605890964476,12.378707830008905,0
8.266917406615905,11.584399326506153,8.229740562487649,9.015806621710437,9.525726340287413,7.65563961445633,11.011805255570446,7.542476173722727,11.75194312605015,13.163993005293436,0
9.123934406502794,12.109132841820927,9.041851924727913,8.772455488886564,9.400923546331008,8.710802034920608,10.30165819671673,7.953634109220375,12.605410611831626,13.62404798149468,0
10.283900059980375,12.155921969710944,10.128707659639426,8.693101077601066,9.399023702350034,10.12871703250269,9.585580658592646,8.888999615203096,12.622021225512299,13.707184021773339,0
11.476534424281827,11.76663503826253,11.257255286202462,8.788297410261881,9.542389358752368,11.335221266463252,8.901413005150722,10.083154524783096,12.01699456058161,13.458418110879517,0
12.401844098089896,11.09585892701375,12.162588390713623,9.02502210580543,9.851892833151616,11.907872064255457,8.319619828055762,11.194267661139095,11.107660601156674,12.920801971111787,0
12.826565774256977,10.31298401867914,12.634605417749434,9.337721993518192,10.335513672858424,11.843427752565706,7.9623822704850244,11.930840494804302,10.193591877732496,12.054916177019466,0
12.664218065700432,9.514304364148241,12.581378088319955,9.648389929213078,10.948225838801168,11.423579531752704,7.948863748428282,12.153417542857456,9.458604156079092,10.816559142161465,0
12.00836164139005,8.757677783763897,12.054815370164523,9.894106252910841,11.581054142152462,10.90851427914017,8.325217931285426,11.897316934575931,8.968312999264262,9.304365507077462,0
